Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
The hidden value  Lean in manufacturing and services,cole des Ponts ParisTech,Intermediate,4.7,https://www.coursera.org/learn/lean-manufacturing-services,Lean is a powerful methodology that enables managers and employees to shift their mindset and helps companies to keep their business sustainable by creating competitive advantage.,Kaizen  Mapping  value stream mapping  manufacturing process management  process  lean manufacturing  lean thinking  streams  thought  Lean Methods business business-essentials
Mastering SQL Joins,Coursera Project Network,Advanced,4,https://www.coursera.org/learn/mastering-sql-joins,"In this 2-hour long project-based course, you will understand how to use SQL joins like INNER JOIN, LEFT JOIN, and RIGHT JOIN to get a desired result set.",aggregate function  project  employment  sorting  more than two  modulo operation  Data Analysis  euler's totient function  project mine  ascendency data-science data-analysis
Create a Database with the Modeling Tool in MySQL Workbench,Coursera Project Network,Intermediate,4.7,https://www.coursera.org/learn/create-database-with-modeling-tool-mysql-workbench,In this course you will use the Modeling and Design Tool in MySQL Workbench to design and create a multiple-table relational database.,Databases  java annotation  integrated development environments  mysql  database management systems  user interface  mysql workbench  table (database)  relational database  Database Design information-technology data-management
Project Planning and Machine Learning,University of Colorado Boulder,Beginner,4.4,https://www.coursera.org/learn/industrial-iot-project-planning-machine-learning,"This course can also be taken for academic credit as ECEA 5386, part of CU Boulders Master of Science in Electrical Engineering degree.",Machine Learning Algorithms  Planning  internet of things  project  process  system u  project planning  Big Data  project plan  Machine Learning computer-science design-and-product
Build Random Forests in R with Azure ML Studio,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/azure-machine-learning-studio-random-forests,"In this project-based course you will learn to perform feature engineering and create custom R models on Azure ML Studio, all without writing a single line of code! You will build a Random Forests model in Azure ML Studio using the R programming language.",forest  Writing  Random Forest  evaluation  Machine Learning  Python Programming  R Programming  randomness  Experiment  Feature Engineering data-science machine-learning
"Introduction to CAD, CAM, and Practical CNC Machining",Autodesk,Beginner,4.8,https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining,"This course introduces you to the foundational knowledge in computer-aided design, manufacture, and the practical use of CNC machines.",Autodesk  CNC Machine  physics  3d modeling  Chemical Engineering  manufacturing process management  programming tool  computer-aided design  Mechanical Engineering  autocad physical-science-and-engineering mechanical-engineering
Problem Solving Using Computational Thinking,University of Michigan,Beginner,4.7,https://www.coursera.org/learn/compthinking,"Have you ever heard that computers ""think""? Believe it or not, computers really do not think.",Epidemiology  relative change and difference  decomposition  Problem Solving  evaluation  problem statement  Computational Thinking  human trafficking  Algorithms  hindley milner type system computer-science algorithms
"Surveillance Systems: Analysis, Dissemination, and Special Systems",Johns Hopkins University,Intermediate,4.7,https://www.coursera.org/learn/epidemiology-surveillance-systems-analysis,"In this course, we'll build on the previous lessons in this specialization to focus on some very specific skills related to public health surveillance.",disease  disease surveillance  Epidemiology  public health surveillance  antimicrobial resistance  public health  antimicrobials  prevention  non-communicable disease  risk factors life-sciences public-health
Control physics with C# in Unity,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/controlling-physics-c-sharp-unity,"In this two-hour-long, project-based course, you will be introduced to basic coding principles for controlling Physics in Unity.",c++  Computer Programming  c sharp (programming language)  video game development  language  Cartogram  physics  animation software  Civil Engineering  Electrical Engineering computer-science software-development
Create Relational Database Tables Using SQLiteStudio,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/create-relational-database-table-sqlitestudio,"In this project-based course, you will learn how to use the SQLiteStudio database management system to create a relational database, add tables to the database, and populate the tables.",database management systems  Databases  web browsers  BlockChain  relational database  sqlite  web  Average  SQL  table (database) information-technology data-management
